Objectid ;Straat ;Type_en_merk ;Aantal ;geo_shape;geo_point_2d
1951;Venbergsemolen;Parkeerplaats;1.0;"{""coordinates"": [5.48197037759874, 51.45059282830234], ""type"": ""Point""}";51.45059282830234,5.48197037759874
1956;Venbergsemolen;Parkeerplaats;1.0;"{""coordinates"": [5.481586391702759, 51.4507074580398], ""type"": ""Point""}";51.4507074580398,5.481586391702759
1959;Venbergsemolen;Parkeerplaats;1.0;"{""coordinates"": [5.481836396634627, 51.45068819914348], ""type"": ""Point""}";51.45068819914348,5.481836396634627
2187;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.487469162909096, 51.442562835045024], ""type"": ""Point""}";51.442562835045024,5.487469162909096
2190;Fuutlaan;Parkeerplaats Afgekruist;1.0;"{""coordinates"": [5.48772006320963, 51.44259922956309], ""type"": ""Point""}";51.44259922956309,5.48772006320963
2191;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.487809902993165, 51.4426123383478], ""type"": ""Point""}";51.4426123383478,5.487809902993165
2192;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.487890198890248, 51.442621985690465], ""type"": ""Point""}";51.442621985690465,5.487890198890248
2197;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.488265795599972, 51.44267344400943], ""type"": ""Point""}";51.44267344400943,5.488265795599972
2201;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.488597361483203, 51.44271684966767], ""type"": ""Point""}";51.44271684966767,5.488597361483203
2203;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.488757971959443, 51.44273774318026], ""type"": ""Point""}";51.44273774318026,5.488757971959443
2470;Stationsweg;Parkeerplaats;1.0;"{""coordinates"": [5.482911333210618, 51.4423279408937], ""type"": ""Point""}";51.4423279408937,5.482911333210618
2471;Stationsweg;Parkeerplaats;1.0;"{""coordinates"": [5.482948138113524, 51.44233366338006], ""type"": ""Point""}";51.44233366338006,5.482948138113524
2474;Stationsweg;Parkeerplaats;1.0;"{""coordinates"": [5.483044770498738, 51.44234939494034], ""type"": ""Point""}";51.44234939494034,5.483044770498738
2747;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.485956361939293, 51.42486394035175], ""type"": ""Point""}";51.42486394035175,5.485956361939293
2751;Mathildelaan;Parkeerplaats;1.0;"{""coordinates"": [5.470661573094159, 51.4413751131223], ""type"": ""Point""}";51.4413751131223,5.470661573094159
2752;Mathildelaan;Parkeerplaats;1.0;"{""coordinates"": [5.4707366285172645, 51.44136164818152], ""type"": ""Point""}";51.44136164818152,5.4707366285172645
2756;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486115620945956, 51.425391764410236], ""type"": ""Point""}";51.425391764410236,5.486115620945956
2757;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486098341377484, 51.42534006719982], ""type"": ""Point""}";51.42534006719982,5.486098341377484
2762;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486025202734463, 51.42508254063146], ""type"": ""Point""}";51.42508254063146,5.486025202734463
2768;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486196693232601, 51.425660636877275], ""type"": ""Point""}";51.425660636877275,5.486196693232601
2769;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486209569692771, 51.42569742559285], ""type"": ""Point""}";51.42569742559285,5.486209569692771
2773;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486250817592704, 51.42583498925465], ""type"": ""Point""}";51.42583498925465,5.486250817592704
2774;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.48627397663538, 51.42589256902491], ""type"": ""Point""}";51.42589256902491,5.48627397663538
2776;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486289475124329, 51.425958155236785], ""type"": ""Point""}";51.425958155236785,5.486289475124329
2777;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.48628952726672, 51.42598215497294], ""type"": ""Point""}";51.42598215497294,5.48628952726672
2778;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.4862946946011535, 51.42600455037052], ""type"": ""Point""}";51.42600455037052,5.4862946946011535
2781;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486317892034405, 51.42607972993773], ""type"": ""Point""}";51.42607972993773,5.486317892034405
2205;Fuutlaan;Parkeerplaats Afgekruist;1.0;"{""coordinates"": [5.4889159813466115, 51.44276026569306], ""type"": ""Point""}";51.44276026569306,5.4889159813466115
2208;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.489103827174245, 51.442783597830065], ""type"": ""Point""}";51.442783597830065,5.489103827174245
2209;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.489185060007072, 51.442793881656755], ""type"": ""Point""}";51.442793881656755,5.489185060007072
2211;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.489359137988358, 51.44281651533558], ""type"": ""Point""}";51.44281651533558,5.489359137988358
2213;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.489521606262437, 51.44283812526016], ""type"": ""Point""}";51.44283812526016,5.489521606262437
2214;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.489617766723888, 51.442853582129096], ""type"": ""Point""}";51.442853582129096,5.489617766723888
2220;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.490080310842774, 51.44291531304266], ""type"": ""Point""}";51.44291531304266,5.490080310842774
2223;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.4906605543206615, 51.442994546407014], ""type"": ""Point""}";51.442994546407014,5.4906605543206615
2226;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.490900975156854, 51.44303783770162], ""type"": ""Point""}";51.44303783770162,5.490900975156854
2227;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.490982218277834, 51.443052264043864], ""type"": ""Point""}";51.443052264043864,5.490982218277834
2228;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.49104687237557, 51.44306463773119], ""type"": ""Point""}";51.44306463773119,5.49104687237557
2229;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.491119830596389, 51.44307907136592], ""type"": ""Point""}";51.44307907136592,5.491119830596389
2233;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.490644108861298, 51.44304945481962], ""type"": ""Point""}";51.44304945481962,5.490644108861298
2234;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.490722036639992, 51.44306078319746], ""type"": ""Point""}";51.44306078319746,5.490722036639992
2236;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.490458438465692, 51.443027867036236], ""type"": ""Point""}";51.443027867036236,5.490458438465692
2240;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.489840056913092, 51.44294555621113], ""type"": ""Point""}";51.44294555621113,5.489840056913092
2490;Stationsweg;Parkeerplaats;1.0;"{""coordinates"": [5.483629153723667, 51.44243658788415], ""type"": ""Point""}";51.44243658788415,5.483629153723667
2493;Stationsweg;Parkeerplaats;1.0;"{""coordinates"": [5.483714281995396, 51.44244657566864], ""type"": ""Point""}";51.44244657566864,5.483714281995396
2494;Stationsweg;Parkeerplaats;1.0;"{""coordinates"": [5.483739588611617, 51.442449431062016], ""type"": ""Point""}";51.442449431062016,5.483739588611617
2499;Stationsweg;Parkeerplaats;1.0;"{""coordinates"": [5.483873017502917, 51.44246656960655], ""type"": ""Point""}";51.44246656960655,5.483873017502917
2503;Hoogstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4687689356097104, 51.43094119765204], ""type"": ""Point""}";51.43094119765204,5.4687689356097104
2508;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472706738541478, 51.44253181861356], ""type"": ""Point""}";51.44253181861356,5.472706738541478
2511;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472681030116533, 51.44259820982631], ""type"": ""Point""}";51.44259820982631,5.472681030116533
2514;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472658188241116, 51.442659214715974], ""type"": ""Point""}";51.442659214715974,5.472658188241116
2517;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472632479673624, 51.442725605917595], ""type"": ""Point""}";51.442725605917595,5.472632479673624
2800;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.487113132326907, 51.42985519505159], ""type"": ""Point""}";51.42985519505159,5.487113132326907
2804;Pastoor Harkxplein;Parkeerplaats Afgekruist;1.0;"{""coordinates"": [5.48723045308949, 51.429867498698655], ""type"": ""Point""}";51.429867498698655,5.48723045308949
2808;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.48664136391791, 51.429852902313975], ""type"": ""Point""}";51.429852902313975,5.48664136391791
2814;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.4867075099055995, 51.42972777731323], ""type"": ""Point""}";51.42972777731323,5.4867075099055995
2816;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.4868600868031825, 51.42969313927733], ""type"": ""Point""}";51.42969313927733,5.4868600868031825
2817;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.486887685674894, 51.42969527293475], ""type"": ""Point""}";51.42969527293475,5.486887685674894
2818;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.486914422961661, 51.429697946644296], ""type"": ""Point""}";51.429697946644296,5.486914422961661
2819;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.486940293945945, 51.42969900312742], ""type"": ""Point""}";51.42969900312742,5.486940293945945
1978;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.4842994276296055, 51.444363902559566], ""type"": ""Point""}";51.444363902559566,5.4842994276296055
1981;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.48427386447299, 51.44477499365454], ""type"": ""Point""}";51.44477499365454,5.48427386447299
1984;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484290240232823, 51.44470370884977], ""type"": ""Point""}";51.44470370884977,5.484290240232823
1987;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484303292199656, 51.444625199925184], ""type"": ""Point""}";51.444625199925184,5.484303292199656
1990;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484318018104273, 51.444555992874186], ""type"": ""Point""}";51.444555992874186,5.484318018104273
1994;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484334365139683, 51.444471288004365], ""type"": ""Point""}";51.444471288004365,5.484334365139683
1995;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484340924636309, 51.44444442439065], ""type"": ""Point""}";51.44444442439065,5.484340924636309
1998;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484355650406201, 51.44437520834557], ""type"": ""Point""}";51.44437520834557,5.484355650406201
1999;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484362199915082, 51.44435042112128], ""type"": ""Point""}";51.44435042112128,5.484362199915082
2006;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484727707585533, 51.44446165591197], ""type"": ""Point""}";51.44446165591197,5.484727707585533
2249;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.4887425537548875, 51.44279634477298], ""type"": ""Point""}";51.44279634477298,5.4887425537548875
2250;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.488823786528988, 51.442806628851315], ""type"": ""Point""}";51.442806628851315,5.488823786528988
2251;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.488898400584302, 51.442815884957135], ""type"": ""Point""}";51.442815884957135,5.488898400584302
2254;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.489112260716178, 51.44284366172522], ""type"": ""Point""}";51.44284366172522,5.489112260716178
2255;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.489191825160552, 51.44285394700741], ""type"": ""Point""}";51.44285394700741,5.489191825160552
2256;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.488580090594327, 51.442776801152704], ""type"": ""Point""}";51.442776801152704,5.488580090594327
2257;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.488500528718582, 51.442767549147916], ""type"": ""Point""}";51.442767549147916,5.488500528718582
2259;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.488338061200518, 51.442745946789046], ""type"": ""Point""}";51.442745946789046,5.488338061200518
2520;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472253626978561, 51.442754584198106], ""type"": ""Point""}";51.442754584198106,5.472253626978561
2523;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472354126356873, 51.442770654363585], ""type"": ""Point""}";51.442770654363585,5.472354126356873
2527;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472494823599273, 51.44279207920412], ""type"": ""Point""}";51.44279207920412,5.472494823599273
2531;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472595312126281, 51.44280994690344], ""type"": ""Point""}";51.44280994690344,5.472595312126281
2535;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.4865624774320985, 51.42854598860828], ""type"": ""Point""}";51.42854598860828,5.4865624774320985
2783;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486359992823566, 51.42619924355869], ""type"": ""Point""}";51.42619924355869,5.486359992823566
2785;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486405845023876, 51.42633786390461], ""type"": ""Point""}";51.42633786390461,5.486405845023876
2792;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.487226471514654, 51.43001898833769], ""type"": ""Point""}";51.43001898833769,5.487226471514654
2793;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.487254934557198, 51.43002166048653], ""type"": ""Point""}";51.43002166048653,5.487254934557198
2794;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.486925945456749, 51.42983810624843], ""type"": ""Point""}";51.42983810624843,5.486925945456749
2795;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.486960446575505, 51.42984023397671], ""type"": ""Point""}";51.42984023397671,5.486960446575505
2821;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.48700931625869, 51.429705955152116], ""type"": ""Point""}";51.429705955152116,5.48700931625869
2824;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.487105062683054, 51.42971611114516], ""type"": ""Point""}";51.42971611114516,5.487105062683054
2831;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.487031992285996, 51.42982400202085], ""type"": ""Point""}";51.42982400202085,5.487031992285996
2832;Pastoor Harkxplein;Parkeerplaats;1.0;"{""coordinates"": [5.487097554051297, 51.42983310525471], ""type"": ""Point""}";51.42983310525471,5.487097554051297
1774;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477201140095511, 51.45084963447569], ""type"": ""Point""}";51.45084963447569,5.477201140095511
1781;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477120656292877, 51.45041517564587], ""type"": ""Point""}";51.45041517564587,5.477120656292877
2012;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.48469827915236, 51.44461041605349], ""type"": ""Point""}";51.44461041605349,5.48469827915236
2013;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.4846933673940015, 51.44463417721669], ""type"": ""Point""}";51.44463417721669,5.4846933673940015
2018;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484672103692218, 51.4447333400306], ""type"": ""Point""}";51.4447333400306,5.484672103692218
2020;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484543037101351, 51.44466735433316], ""type"": ""Point""}";51.44466735433316,5.484543037101351
2022;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.4845512220221515, 51.4446270602786], ""type"": ""Point""}";51.4446270602786,5.4845512220221515
2023;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484556123882246, 51.44460536652337], ""type"": ""Point""}";51.44460536652337,5.484556123882246
2024;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.4845593881510055, 51.44458470783408], ""type"": ""Point""}";51.44458470783408,5.4845593881510055
2265;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.4878473369323615, 51.44268112324848], ""type"": ""Point""}";51.44268112324848,5.4878473369323615
2267;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.487686526396845, 51.44266054325799], ""type"": ""Point""}";51.44266054325799,5.487686526396845
2272;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.487280356369074, 51.44260496557984], ""type"": ""Point""}";51.44260496557984,5.487280356369074
2273;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.487199122017414, 51.44259363774216], ""type"": ""Point""}";51.44259363774216,5.487199122017414
2275;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.487061533900408, 51.4425761560117], ""type"": ""Point""}";51.4425761560117,5.487061533900408
2278;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.486841038686611, 51.44254527108178], ""type"": ""Point""}";51.44254527108178,5.486841038686611
2283;Fuutlaan;Parkeerplaats;1.0;"{""coordinates"": [5.486454772096115, 51.44249381727062], ""type"": ""Point""}";51.44249381727062,5.486454772096115
2288;Stationsweg;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.483421574256687, 51.442260770461075], ""type"": ""Point""}";51.442260770461075,5.483421574256687
2294;Stationsweg;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.483229134537387, 51.44223168920156], ""type"": ""Point""}";51.44223168920156,5.483229134537387
2540;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486641718833996, 51.428525345869794], ""type"": ""Point""}";51.428525345869794,5.486641718833996
2542;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486637783651358, 51.42825711801472], ""type"": ""Point""}";51.42825711801472,5.486637783651358
2543;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486640875345017, 51.42819786199169], ""type"": ""Point""}";51.42819786199169,5.486640875345017
2546;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486637306535965, 51.42803829798006], ""type"": ""Point""}";51.42803829798006,5.486637306535965
2547;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486709984447377, 51.428278602199455], ""type"": ""Point""}";51.428278602199455,5.486709984447377
2549;Aalsterweg;Parkeerplaats;1.0;"{""coordinates"": [5.486717258678984, 51.42815269153288], ""type"": ""Point""}";51.42815269153288,5.486717258678984
2551;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.47223454857377, 51.44269746616063], ""type"": ""Point""}";51.44269746616063,5.47223454857377
2552;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472241561602014, 51.442678728651444], ""type"": ""Point""}";51.442678728651444,5.472241561602014
2553;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472248589008009, 51.44265999113131], ""type"": ""Point""}";51.44265999113131,5.472248589008009
2554;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472255602007908, 51.44264124463259], ""type"": ""Point""}";51.44264124463259,5.472255602007908
2560;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.47230124295421, 51.44252659675684], ""type"": ""Point""}";51.44252659675684,5.47230124295421
2561;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472308270295461, 51.442507850244326], ""type"": ""Point""}";51.442507850244326,5.472308270295461
2566;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472565813142162, 51.44254182756981], ""type"": ""Point""}";51.44254182756981,5.472565813142162
2568;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472550020343875, 51.44258813079514], ""type"": ""Point""}";51.44258813079514,5.472550020343875
2571;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.4725271960718365, 51.44264325705708], ""type"": ""Point""}";51.44264325705708,5.4725271960718365
1792;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476999939335797, 51.44977011640945], ""type"": ""Point""}";51.44977011640945,5.476999939335797
1793;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476991858617963, 51.449713736748016], ""type"": ""Point""}";51.449713736748016,5.476991858617963
1796;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.4769543477456635, 51.449534648548536], ""type"": ""Point""}";51.449534648548536,5.4769543477456635
1797;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476935573522998, 51.449431841683], ""type"": ""Point""}";51.449431841683,5.476935573522998
1798;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476927489674506, 51.44937379911535], ""type"": ""Point""}";51.44937379911535,5.476927489674506
1799;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476916775188149, 51.4493240461233], ""type"": ""Point""}";51.4493240461233,5.476916775188149
1800;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476908718831803, 51.449272646156224], ""type"": ""Point""}";51.449272646156224,5.476908718831803
1804;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476865833832572, 51.44906702752508], ""type"": ""Point""}";51.44906702752508,5.476865833832572
1805;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476857787330225, 51.4490205892893], ""type"": ""Point""}";51.4490205892893,5.476857787330225
1806;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476847069769485, 51.44896919136645], ""type"": ""Point""}";51.44896919136645,5.476847069769485
2028;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484579047508771, 51.44450206755404], ""type"": ""Point""}";51.44450206755404,5.484579047508771
2032;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484598689138022, 51.44441115771014], ""type"": ""Point""}";51.44441115771014,5.484598689138022
2033;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484603595366804, 51.44439153134272], ""type"": ""Point""}";51.44439153134272,5.484603595366804
2034;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484460388995816, 51.44466225491915], ""type"": ""Point""}";51.44466225491915,5.484460388995816
2036;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484470213802444, 51.444621968488995], ""type"": ""Point""}";51.444621968488995,5.484470213802444
2039;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484483302874093, 51.44456101438214], ""type"": ""Point""}";51.44456101438214,5.484483302874093
2042;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.48449640190433, 51.444498001860225], ""type"": ""Point""}";51.444498001860225,5.48449640190433
2048;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484206591511077, 51.444234866712385], ""type"": ""Point""}";51.444234866712385,5.484206591511077
2050;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484279337007848, 51.44424410935125], ""type"": ""Point""}";51.44424410935125,5.484279337007848
2056;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.484524022528745, 51.44427695640806], ""type"": ""Point""}";51.44427695640806,5.484524022528745
2296;Stationsweg;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.4831641297966485, 51.44222199009268], ""type"": ""Point""}";51.44222199009268,5.4831641297966485
2300;Stationsweg;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.483044512065335, 51.44220584609916], ""type"": ""Point""}";51.44220584609916,5.483044512065335
2302;Stationsweg;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.483494368051624, 51.4422672090862], ""type"": ""Point""}";51.4422672090862,5.483494368051624
2303;Stationsweg;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.483530782766249, 51.44227205082181], ""type"": ""Point""}";51.44227205082181,5.483530782766249
2307;Stationsweg;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.48368940806837, 51.442294669792595], ""type"": ""Point""}";51.442294669792595,5.48368940806837
2308;Stationsweg;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.4837232050419855, 51.44229951363756], ""type"": ""Point""}";51.44229951363756,5.4837232050419855
2310;Stationsweg;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.483803819459903, 51.442310817444614], ""type"": ""Point""}";51.442310817444614,5.483803819459903
2311;Stationsweg;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.48384021985884, 51.44231565909553], ""type"": ""Point""}";51.44231565909553,5.48384021985884
2312;Stationsweg;Parkeerplaats Vergunning;1.0;"{""coordinates"": [5.483876634648927, 51.4423205007231], ""type"": ""Point""}";51.4423205007231,5.483876634648927
2574;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472507903897715, 51.4426950639069], ""type"": ""Point""}";51.4426950639069,5.472507903897715
2575;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472500876609789, 51.44271381043114], ""type"": ""Point""}";51.44271381043114,5.472500876609789
2576;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472398576591872, 51.442703961868766], ""type"": ""Point""}";51.442703961868766,5.472398576591872
2579;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472414344910148, 51.44265214862832], ""type"": ""Point""}";51.44265214862832,5.472414344910148
2580;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472421374305955, 51.44263451670256], ""type"": ""Point""}";51.44263451670256,5.472421374305955
2581;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472428385182525, 51.44261467357736], ""type"": ""Point""}";51.44261467357736,5.472428385182525
2585;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.472458226548659, 51.44253529076679], ""type"": ""Point""}";51.44253529076679,5.472458226548659
2587;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.473114998828782, 51.44292055654054], ""type"": ""Point""}";51.44292055654054,5.473114998828782
2588;Eindje;Parkeerplaats;1.0;"{""coordinates"": [5.4731237765500405, 51.4428996064636], ""type"": ""Point""}";51.4428996064636,5.4731237765500405
1814;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476769252596536, 51.44854135483861], ""type"": ""Point""}";51.44854135483861,5.476769252596536
1815;Bisschopsmolen;Parkeerplaats;1.0;"{""coordinates"": [5.4788723378938515, 51.44717143615321], ""type"": ""Point""}";51.44717143615321,5.4788723378938515
1820;Bisschopsmolen;Parkeerplaats;1.0;"{""coordinates"": [5.478846856309255, 51.447519407487675], ""type"": ""Point""}";51.447519407487675,5.478846856309255
1829;Bisschopsmolen;Parkeerplaats;1.0;"{""coordinates"": [5.478974884924143, 51.44727692724952], ""type"": ""Point""}";51.44727692724952,5.478974884924143
2060;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.485345096915577, 51.44496669577496], ""type"": ""Point""}";51.44496669577496,5.485345096915577
2062;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.485416698765788, 51.44497190275602], ""type"": ""Point""}";51.44497190275602,5.485416698765788
2064;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""coordinates"": [5.485498832747983, 51.444978413147254], ""type"": ""Point""}";51.444978413147254,5.485498832747983
