Objectid ;Straat ;Type_en_merk ;Aantal ;geo_shape;geo_point_2d
11405;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.4562993384253, 51.44169664029658], ""type"": ""Point""}";51.44169664029658,5.4562993384253
11406;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.456379300076801, 51.44171050544355], ""type"": ""Point""}";51.44171050544355,5.456379300076801
11407;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.456459263213918, 51.44172436963599], ""type"": ""Point""}";51.44172436963599,5.456459263213918
10904;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.481130070621488, 51.430126123015704], ""type"": ""Point""}";51.430126123015704,5.481130070621488
10909;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.481908099080528, 51.43042515270963], ""type"": ""Point""}";51.43042515270963,5.481908099080528
10910;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.482150522559081, 51.43051929231096], ""type"": ""Point""}";51.43051929231096,5.482150522559081
10915;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.482122500951742, 51.43046065144663], ""type"": ""Point""}";51.43046065144663,5.482122500951742
10916;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.48198288912005, 51.430408443902806], ""type"": ""Point""}";51.430408443902806,5.48198288912005
10918;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.481721424238654, 51.430305598598686], ""type"": ""Point""}";51.430305598598686,5.481721424238654
10921;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.481453618932825, 51.43020196593915], ""type"": ""Point""}";51.43020196593915,5.481453618932825
10922;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.481376198963165, 51.43017269674155], ""type"": ""Point""}";51.43017269674155,5.481376198963165
10926;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.4800712505227915, 51.429561478578364], ""type"": ""Point""}";51.429561478578364,5.4800712505227915
10928;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.480229850430255, 51.4296505861524], ""type"": ""Point""}";51.4296505861524,5.480229850430255
11155;Koekoeklaan;Parkeerplaats;1.0;"{""coordinates"": [5.492556523707483, 51.442549827263385], ""type"": ""Point""}";51.442549827263385,5.492556523707483
11156;Koekoeklaan;Parkeerplaats;1.0;"{""coordinates"": [5.4925487398377975, 51.442475316437985], ""type"": ""Point""}";51.442475316437985,5.4925487398377975
11157;Koekoeklaan;Parkeerplaats;1.0;"{""coordinates"": [5.492543561589964, 51.44243039844907], ""type"": ""Point""}";51.44243039844907,5.492543561589964
11159;Koekoeklaan;Parkeerplaats;1.0;"{""coordinates"": [5.492533206563375, 51.442340562468786], ""type"": ""Point""}";51.442340562468786,5.492533206563375
11164;Koekoeklaan;Parkeerplaats;1.0;"{""coordinates"": [5.4924918032953345, 51.44199020449161], ""type"": ""Point""}";51.44199020449161,5.4924918032953345
11167;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.491875997245236, 51.43865270039775], ""type"": ""Point""}";51.43865270039775,5.491875997245236
11170;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.492027966808088, 51.43854649374412], ""type"": ""Point""}";51.43854649374412,5.492027966808088
11174;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.491758226129656, 51.43873731322146], ""type"": ""Point""}";51.43873731322146,5.491758226129656
11175;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.491431540512591, 51.43898732313962], ""type"": ""Point""}";51.43898732313962,5.491431540512591
11181;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.491637680215162, 51.43890231412295], ""type"": ""Point""}";51.43890231412295,5.491637680215162
11182;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.49169381388008, 51.43885866240488], ""type"": ""Point""}";51.43885866240488,5.49169381388008
11410;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.456699151483229, 51.441765964581315], ""type"": ""Point""}";51.441765964581315,5.456699151483229
11411;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.456082863949107, 51.441747517781046], ""type"": ""Point""}";51.441747517781046,5.456082863949107
11414;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.456344572301308, 51.44178969288895], ""type"": ""Point""}";51.44178969288895,5.456344572301308
11427;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.485736172376363, 51.4387364285036], ""type"": ""Point""}";51.4387364285036,5.485736172376363
11430;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.48590879250074, 51.4387180811241], ""type"": ""Point""}";51.4387180811241,5.48590879250074
11435;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.485702472800147, 51.43905391719509], ""type"": ""Point""}";51.43905391719509,5.485702472800147
11440;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.485584099756437, 51.439163299773085], ""type"": ""Point""}";51.439163299773085,5.485584099756437
11443;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.48572139482092, 51.4391333790366], ""type"": ""Point""}";51.4391333790366,5.48572139482092
11444;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.485725924047411, 51.43915477274125], ""type"": ""Point""}";51.43915477274125,5.485725924047411
11445;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.48573947686819, 51.439202142367556], ""type"": ""Point""}";51.439202142367556,5.48573947686819
10936;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.479415793141576, 51.42911701149153], ""type"": ""Point""}";51.42911701149153,5.479415793141576
10938;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.479462155514293, 51.42922894314627], ""type"": ""Point""}";51.42922894314627,5.479462155514293
10940;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.479671459197595, 51.4293933364203], ""type"": ""Point""}";51.4293933364203,5.479671459197595
10942;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.479807312709669, 51.42947126633815], ""type"": ""Point""}";51.42947126633815,5.479807312709669
10946;Ruusbroeclaan;Parkeerplaats;1.0;"{""coordinates"": [5.480350672502893, 51.42975414608496], ""type"": ""Point""}";51.42975414608496,5.480350672502893
10948;Poirterslaan;Parkeerplaats;1.0;"{""coordinates"": [5.480722925200093, 51.429693549733116], ""type"": ""Point""}";51.429693549733116,5.480722925200093
10949;Poirterslaan;Parkeerplaats;1.0;"{""coordinates"": [5.480923101319784, 51.4295974651346], ""type"": ""Point""}";51.4295974651346,5.480923101319784
10953;Poirterslaan;Parkeerplaats;1.0;"{""coordinates"": [5.481345118436018, 51.429488460428], ""type"": ""Point""}";51.429488460428,5.481345118436018
10958;Poirterslaan;Parkeerplaats;1.0;"{""coordinates"": [5.4820718059228515, 51.429497383156054], ""type"": ""Point""}";51.429497383156054,5.4820718059228515
10960;Poirterslaan;Parkeerplaats;1.0;"{""coordinates"": [5.482350948660878, 51.429566125460106], ""type"": ""Point""}";51.429566125460106,5.482350948660878
10961;Poirterslaan;Parkeerplaats;1.0;"{""coordinates"": [5.482567981171039, 51.4296483938258], ""type"": ""Point""}";51.4296483938258,5.482567981171039
10962;Poirterslaan;Parkeerplaats;1.0;"{""coordinates"": [5.482650479056796, 51.42968003557542], ""type"": ""Point""}";51.42968003557542,5.482650479056796
10966;Poirterslaan;Parkeerplaats;1.0;"{""coordinates"": [5.483070127757101, 51.42989267571985], ""type"": ""Point""}";51.42989267571985,5.483070127757101
11185;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.491880682642835, 51.43872021640584], ""type"": ""Point""}";51.43872021640584,5.491880682642835
11188;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4920375213338595, 51.43860422029263], ""type"": ""Point""}";51.43860422029263,5.4920375213338595
11189;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.492089801200221, 51.438565555173966], ""type"": ""Point""}";51.438565555173966,5.492089801200221
11190;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.492142080975731, 51.438526889133065], ""type"": ""Point""}";51.438526889133065,5.492142080975731
11199;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.490986328382483, 51.43932781086454], ""type"": ""Point""}";51.43932781086454,5.490986328382483
11208;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.490184274973094, 51.439912699545914], ""type"": ""Point""}";51.439912699545914,5.490184274973094
11210;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.490283908789568, 51.43984803855531], ""type"": ""Point""}";51.43984803855531,5.490283908789568
11211;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.490333724874694, 51.43981570892757], ""type"": ""Point""}";51.43981570892757,5.490333724874694
11212;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.490383542325266, 51.439783378378465], ""type"": ""Point""}";51.439783378378465,5.490383542325266
11213;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.490433358266956, 51.43975104780934], ""type"": ""Point""}";51.43975104780934,5.490433358266956
11450;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.485766618930854, 51.43931369489773], ""type"": ""Point""}";51.43931369489773,5.485766618930854
11460;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.486307727122567, 51.43904270436188], ""type"": ""Point""}";51.43904270436188,5.486307727122567
11467;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.4861402159924815, 51.43961065592861], ""type"": ""Point""}";51.43961065592861,5.4861402159924815
11472;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.485755877003472, 51.44000072985494], ""type"": ""Point""}";51.44000072985494,5.485755877003472
11482;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.485322772926816, 51.44017992170742], ""type"": ""Point""}";51.44017992170742,5.485322772926816
11484;Niet ingevuld;Parkeerplaats;1.0;"{""coordinates"": [5.485253737481314, 51.44018482386199], ""type"": ""Point""}";51.44018482386199,5.485253737481314
9926;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.471177203678695, 51.43981866308613], ""type"": ""Point""}";51.43981866308613,5.471177203678695
9927;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.471265964237455, 51.43980115828949], ""type"": ""Point""}";51.43980115828949,5.471265964237455
9928;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.471387693867968, 51.43977808087529], ""type"": ""Point""}";51.43977808087529,5.471387693867968
9932;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.471727518345098, 51.43971045099618], ""type"": ""Point""}";51.43971045099618,5.471727518345098
9934;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4718771422583625, 51.43968021760165], ""type"": ""Point""}";51.43968021760165,5.4718771422583625
9937;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4721028433857795, 51.439634073425815], ""type"": ""Point""}";51.439634073425815,5.4721028433857795
9943;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4725151944679515, 51.43955196060482], ""type"": ""Point""}";51.43955196060482,5.4725151944679515
9946;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.47272136944924, 51.4395109027488], ""type"": ""Point""}";51.4395109027488,5.47272136944924
9949;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4731025305803644, 51.439481924827405], ""type"": ""Point""}";51.439481924827405,5.4731025305803644
10212;Deken van Somerenstraat;Parkeerplaats;1.0;"{""coordinates"": [5.474623479581803, 51.43386271747006], ""type"": ""Point""}";51.43386271747006,5.474623479581803
10213;Deken van Somerenstraat;Parkeerplaats;1.0;"{""coordinates"": [5.47465376112785, 51.433852177970444], ""type"": ""Point""}";51.433852177970444,5.47465376112785
10214;Deken van Somerenstraat;Parkeerplaats;1.0;"{""coordinates"": [5.474684044097976, 51.43384163846183], ""type"": ""Point""}";51.43384163846183,5.474684044097976
10216;Deken van Somerenstraat;Parkeerplaats;1.0;"{""coordinates"": [5.474744607121751, 51.433820560322104], ""type"": ""Point""}";51.433820560322104,5.474744607121751
10218;Deken van Somerenstraat;Parkeerplaats;1.0;"{""coordinates"": [5.474805171525772, 51.43379948125095], ""type"": ""Point""}";51.43379948125095,5.474805171525772
10222;Edenstraat;Parkeerplaats;1.0;"{""coordinates"": [5.477417141522131, 51.431395992779144], ""type"": ""Point""}";51.431395992779144,5.477417141522131
10456;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.483749981949517, 51.428177605867575], ""type"": ""Point""}";51.428177605867575,5.483749981949517
10457;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.483776497414858, 51.428164309392926], ""type"": ""Point""}";51.428164309392926,5.483776497414858
10462;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.48390907307328, 51.428097827829355], ""type"": ""Point""}";51.428097827829355,5.48390907307328
10464;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.483962103802707, 51.42807123480175], ""type"": ""Point""}";51.42807123480175,5.483962103802707
10469;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.484327138434454, 51.42815711792803], ""type"": ""Point""}";51.42815711792803,5.484327138434454
10470;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.484306365486894, 51.42813973586567], ""type"": ""Point""}";51.42813973586567,5.484306365486894
10712;Hagenkampweg Zuid;Parkeerplaats;1.0;"{""coordinates"": [5.467210883271545, 51.432074792709415], ""type"": ""Point""}";51.432074792709415,5.467210883271545
10714;Hagenkampweg Zuid;Parkeerplaats;1.0;"{""coordinates"": [5.467221766304824, 51.43217893794722], ""type"": ""Point""}";51.43217893794722,5.467221766304824
10716;Hagenkampweg Zuid;Parkeerplaats;1.0;"{""coordinates"": [5.467232649388005, 51.432283083183314], ""type"": ""Point""}";51.432283083183314,5.467232649388005
10718;Hagenkampweg Zuid;Parkeerplaats;1.0;"{""coordinates"": [5.467145926967149, 51.43251820300764], ""type"": ""Point""}";51.43251820300764,5.467145926967149
10723;Hagenkampweg Zuid;Parkeerplaats;1.0;"{""coordinates"": [5.4672890961691225, 51.43300643412815], ""type"": ""Point""}";51.43300643412815,5.4672890961691225
10724;Hagenkampweg Zuid;Parkeerplaats;1.0;"{""coordinates"": [5.467286876722362, 51.43298236757856], ""type"": ""Point""}";51.43298236757856,5.467286876722362
10725;Hagenkampweg Zuid;Parkeerplaats;1.0;"{""coordinates"": [5.467284658716023, 51.432958301027924], ""type"": ""Point""}";51.432958301027924,5.467284658716023
10729;Hagenkampweg Zuid;Parkeerplaats;1.0;"{""coordinates"": [5.467263653327992, 51.432723182519524], ""type"": ""Point""}";51.432723182519524,5.467263653327992
10732;Hagenkampweg Zuid;Parkeerplaats;1.0;"{""coordinates"": [5.467271313365748, 51.43279506777644], ""type"": ""Point""}";51.43279506777644,5.467271313365748
10736;Snoekstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4673816263083, 51.432597320955324], ""type"": ""Point""}";51.432597320955324,5.4673816263083
11215;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.490532991378445, 51.43968638750479], ""type"": ""Point""}";51.43968638750479,5.490532991378445
11216;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.490582808546208, 51.439654056870516], ""type"": ""Point""}";51.439654056870516,5.490582808546208
11218;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.490682441231449, 51.43958939553942], ""type"": ""Point""}";51.43958939553942,5.490682441231449
11220;Lakerstraat;Parkeerplaats;1.0;"{""coordinates"": [5.490782073635927, 51.4395247350221], ""type"": ""Point""}";51.4395247350221,5.490782073635927
9956;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4718845995690035, 51.440083060182005], ""type"": ""Point""}";51.440083060182005,5.4718845995690035
9958;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4722301954998605, 51.44010856256218], ""type"": ""Point""}";51.44010856256218,5.4722301954998605
9960;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.472412677677796, 51.44013525579864], ""type"": ""Point""}";51.44013525579864,5.472412677677796
9963;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4734195367565555, 51.44027267110545], ""type"": ""Point""}";51.44027267110545,5.4734195367565555
9964;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.473329906951156, 51.44026100095479], ""type"": ""Point""}";51.44026100095479,5.473329906951156
9967;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4730610206853045, 51.44022598918843], ""type"": ""Point""}";51.44022598918843,5.4730610206853045
9969;Lichtstraat;Parkeerplaats Afgekruist;1.0;"{""coordinates"": [5.472303787948262, 51.44005701627066], ""type"": ""Point""}";51.44005701627066,5.472303787948262
9971;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.472378209285402, 51.44006664892327], ""type"": ""Point""}";51.44006664892327,5.472378209285402
9973;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.472452630654064, 51.440076281528405], ""type"": ""Point""}";51.440076281528405,5.472452630654064
9975;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4725270520558205, 51.44008591498487], ""type"": ""Point""}";51.44008591498487,5.4725270520558205
10223;Edenstraat;Parkeerplaats;1.0;"{""coordinates"": [5.477460086528341, 51.43135994634226], ""type"": ""Point""}";51.43135994634226,5.477460086528341
10228;Edenstraat;Parkeerplaats;1.0;"{""coordinates"": [5.477674804788265, 51.43117971392454], ""type"": ""Point""}";51.43117971392454,5.477674804788265
10229;Nicolaas Beetsstraat;Parkeerplaats;1.0;"{""coordinates"": [5.473247232745306, 51.430539650106894], ""type"": ""Point""}";51.430539650106894,5.473247232745306
10235;Nicolaas Beetsstraat;Parkeerplaats;1.0;"{""coordinates"": [5.473053209474347, 51.430298804197356], ""type"": ""Point""}";51.430298804197356,5.473053209474347
10242;Nicolaas Beetsstraat;Parkeerplaats;1.0;"{""coordinates"": [5.472554204473661, 51.42985200508563], ""type"": ""Point""}";51.42985200508563,5.472554204473661
10247;Nicolaas Beetsstraat;Parkeerplaats;1.0;"{""coordinates"": [5.472732742513467, 51.43004704791321], ""type"": ""Point""}";51.43004704791321,5.472732742513467
10472;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.484264821077369, 51.42810497172858], ""type"": ""Point""}";51.42810497172858,5.484264821077369
10473;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.484244048177429, 51.42808758965501], ""type"": ""Point""}";51.42808758965501,5.484244048177429
10476;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.4841817310086975, 51.428035442511906], ""type"": ""Point""}";51.428035442511906,5.4841817310086975
10480;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.484098641195628, 51.427965914134404], ""type"": ""Point""}";51.427965914134404,5.484098641195628
10482;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.484057095665296, 51.42793114992384], ""type"": ""Point""}";51.42793114992384,5.484057095665296
10484;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""coordinates"": [5.4840155516362445, 51.42789638569716], ""type"": ""Point""}";51.42789638569716,5.4840155516362445
10491;Kwartelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.491312919074018, 51.44019142608596], ""type"": ""Point""}";51.44019142608596,5.491312919074018
10740;Snoekstraat;Parkeerplaats;1.0;"{""coordinates"": [5.467744910138479, 51.432597802645326], ""type"": ""Point""}";51.432597802645326,5.467744910138479
10741;Snoekstraat;Parkeerplaats;1.0;"{""coordinates"": [5.467822474174286, 51.432630679844245], ""type"": ""Point""}";51.432630679844245,5.467822474174286
10742;Snoekstraat;Parkeerplaats;1.0;"{""coordinates"": [5.467890072081457, 51.43267215168324], ""type"": ""Point""}";51.43267215168324,5.467890072081457
10744;Snoekstraat;Parkeerplaats;1.0;"{""coordinates"": [5.468025268266842, 51.43275509614217], ""type"": ""Point""}";51.43275509614217,5.468025268266842
10745;Snoekstraat;Parkeerplaats;1.0;"{""coordinates"": [5.468079234411232, 51.43278875359557], ""type"": ""Point""}";51.43278875359557,5.468079234411232
10746;Snoekstraat;Parkeerplaats;1.0;"{""coordinates"": [5.468142877373556, 51.43282734896385], ""type"": ""Point""}";51.43282734896385,5.468142877373556
9979;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.472675896390358, 51.440105180855426], ""type"": ""Point""}";51.440105180855426,5.472675896390358
9983;Lichtstraat;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.472824740849139, 51.44012444563714], ""type"": ""Point""}";51.44012444563714,5.472824740849139
9986;Lichtstraat;Parkeerplaats;1.0;"{""coordinates"": [5.47293637391708, 51.44013889454844], ""type"": ""Point""}";51.44013889454844,5.47293637391708
9990;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.502697800280464, 51.45049484383423], ""type"": ""Point""}";51.45049484383423,5.502697800280464
9994;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.502421663406863, 51.45044434663057], ""type"": ""Point""}";51.45044434663057,5.502421663406863
9996;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.502283595919969, 51.45041909823221], ""type"": ""Point""}";51.45041909823221,5.502283595919969
9998;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.502145527145177, 51.45039384877299], ""type"": ""Point""}";51.45039384877299,5.502145527145177
9999;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.502076494256042, 51.45038122487947], ""type"": ""Point""}";51.45038122487947,5.502076494256042
10002;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.5018693929364035, 51.45034335115883], ""type"": ""Point""}";51.45034335115883,5.5018693929364035
10003;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.501800358759377, 51.45033072620441], ""type"": ""Point""}";51.45033072620441,5.501800358759377
10006;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.501593257898672, 51.450292851993346], ""type"": ""Point""}";51.450292851993346,5.501593257898672
10256;Nicolaas Beetsstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4724541691910185, 51.429644368889335], ""type"": ""Point""}";51.429644368889335,5.4724541691910185
10257;Nicolaas Beetsstraat;Parkeerplaats;1.0;"{""coordinates"": [5.472489995123931, 51.42968333553413], ""type"": ""Point""}";51.42968333553413,5.472489995123931
10258;Nicolaas Beetsstraat;Parkeerplaats;1.0;"{""coordinates"": [5.472048766387749, 51.42920064412973], ""type"": ""Point""}";51.42920064412973,5.472048766387749
10261;Nicolaas Beetsstraat;Parkeerplaats;1.0;"{""coordinates"": [5.47217019961163, 51.42932797277436], ""type"": ""Point""}";51.42932797277436,5.47217019961163
10265;Jozef Eliasweg;Parkeerplaats;1.0;"{""coordinates"": [5.464455601450711, 51.43776733041996], ""type"": ""Point""}";51.43776733041996,5.464455601450711
10505;Kwartelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.49192513543004, 51.43969222056372], ""type"": ""Point""}";51.43969222056372,5.49192513543004
10507;Kwartelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.492012910073438, 51.439621015118036], ""type"": ""Point""}";51.439621015118036,5.492012910073438
10510;Kwartelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.492144338263162, 51.43951409243045], ""type"": ""Point""}";51.43951409243045,5.492144338263162
10512;Kwartelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.49117881894351, 51.440408727526744], ""type"": ""Point""}";51.440408727526744,5.49117881894351
10515;Kwartelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.49127206818416, 51.44028746522628], ""type"": ""Point""}";51.44028746522628,5.49127206818416
10516;Kwartelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.491310429555419, 51.440249450195374], ""type"": ""Point""}";51.440249450195374,5.491310429555419
10517;Kwartelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.491351252818373, 51.440212528668965], ""type"": ""Point""}";51.440212528668965,5.491351252818373
10760;Palingstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4681850398169995, 51.43320434961909], ""type"": ""Point""}";51.43320434961909,5.4681850398169995
10761;Palingstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4678232116207335, 51.4333679493648], ""type"": ""Point""}";51.4333679493648,5.4678232116207335
10763;Palingstraat;Parkeerplaats;1.0;"{""coordinates"": [5.467923861718877, 51.43328102201933], ""type"": ""Point""}";51.43328102201933,5.467923861718877
10769;Palingstraat;Parkeerplaats;1.0;"{""coordinates"": [5.468473131199571, 51.432936862417684], ""type"": ""Point""}";51.432936862417684,5.468473131199571
10771;Palingstraat;Parkeerplaats;1.0;"{""coordinates"": [5.468618670892182, 51.432846877521236], ""type"": ""Point""}";51.432846877521236,5.468618670892182
10792;Palingstraat;Parkeerplaats;1.0;"{""coordinates"": [5.469259761728918, 51.4324477318089], ""type"": ""Point""}";51.4324477318089,5.469259761728918
10793;Palingstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4691065747887055, 51.43263096512127], ""type"": ""Point""}";51.43263096512127,5.4691065747887055
10795;Palingstraat;Parkeerplaats;1.0;"{""coordinates"": [5.469234163740043, 51.432549568182814], ""type"": ""Point""}";51.432549568182814,5.469234163740043
10798;Palingstraat;Parkeerplaats;1.0;"{""coordinates"": [5.46949046850008, 51.43236333150005], ""type"": ""Point""}";51.43236333150005,5.46949046850008
10805;Palingstraat;Parkeerplaats;1.0;"{""coordinates"": [5.469570642384788, 51.43223318073291], ""type"": ""Point""}";51.43223318073291,5.469570642384788
10016;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.500902925143212, 51.450166602564714], ""type"": ""Point""}";51.450166602564714,5.500902925143212
10017;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.500833891501685, 51.4501539770381], ""type"": ""Point""}";51.4501539770381,5.500833891501685
10024;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.500350661404633, 51.45006559989961], ""type"": ""Point""}";51.45006559989961,5.500350661404633
10025;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.500281628069116, 51.450052974046], ""type"": ""Point""}";51.450052974046,5.500281628069116
10030;Javalaan;Parkeerplaats;1.0;"{""coordinates"": [5.502983651382984, 51.45037206427602], ""type"": ""Point""}";51.45037206427602,5.502983651382984
10270;Jozef Eliasweg;Parkeerplaats;1.0;"{""coordinates"": [5.464543435562602, 51.43803052243246], ""type"": ""Point""}";51.43803052243246,5.464543435562602
10271;Jozef Eliasweg;Parkeerplaats;1.0;"{""coordinates"": [5.464725157372568, 51.43823943398403], ""type"": ""Point""}";51.43823943398403,5.464725157372568
10276;Jozef Eliasweg;Parkeerplaats;1.0;"{""coordinates"": [5.464600232384843, 51.438121529134456], ""type"": ""Point""}";51.438121529134456,5.464600232384843
10278;Jozef Eliasweg;Parkeerplaats;1.0;"{""coordinates"": [5.46467393434983, 51.43820075568481], ""type"": ""Point""}";51.43820075568481,5.46467393434983
10281;Jozef Eliasweg;Parkeerplaats;1.0;"{""coordinates"": [5.462683057161153, 51.4364049434794], ""type"": ""Point""}";51.4364049434794,5.462683057161153
10283;Jozef Eliasweg;Parkeerplaats;1.0;"{""coordinates"": [5.462820386044714, 51.43649034469047], ""type"": ""Point""}";51.43649034469047,5.462820386044714
10284;Jozef Eliasweg;Parkeerplaats;1.0;"{""coordinates"": [5.462889051399241, 51.436533045683845], ""type"": ""Point""}";51.436533045683845,5.462889051399241
