pc4_code,val
5611,3031.0
5612,1132.0
5613,703.0
5614,15.0
5615,1910.0
5616,1894.0
5617,129.0
5621,0.0
5622,6.0
5623,141.0
5624,0.0
5625,1870.0
5626,0.0
5627,0.0
5628,0.0
5629,0.0
5631,85.0
5632,0.0
5633,0.0
5641,0.0
5642,0.0
5643,0.0
5644,11.0
5645,0.0
5646,0.0
5647,0.0
5651,36.0
5652,0.0
5653,0.0
5654,0.0
5655,0.0
5656,0.0
5657,345.0
5658,29.0
