ID;STATUS;AANBIEDER;AANSLUITINGEN;DATUMPLAATSING;ADRES;geo_shape;geo_point_2d
308003.0;;;;;;"{""coordinates"": [5.492437266177412, 51.43731492700573], ""type"": ""Point""}";51.43731492700573,5.492437266177412
308004.0;;;;;;"{""coordinates"": [5.517718388181807, 51.43741820731927], ""type"": ""Point""}";51.43741820731927,5.517718388181807
308012.0;;;;;;"{""coordinates"": [5.521256628424526, 51.43472930617267], ""type"": ""Point""}";51.43472930617267,5.521256628424526
307908.0;Bestaand;EVnetNL;2.0;;Beatrix de Rijkweg;"{""coordinates"": [5.39689431818745, 51.45592300994238], ""type"": ""Point""}";51.45592300994238,5.39689431818745
307909.0;;;;;;"{""coordinates"": [5.4559502668423105, 51.427083787696866], ""type"": ""Point""}";51.427083787696866,5.4559502668423105
307910.0;;;;;;"{""coordinates"": [5.47572868727618, 51.43257091854694], ""type"": ""Point""}";51.43257091854694,5.47572868727618
307913.0;Bestaand;EVnetNL;2.0;2022-09-14T04:00:00+02:00;Graslinnen;"{""coordinates"": [5.417971541672696, 51.43526402466088], ""type"": ""Point""}";51.43526402466088,5.417971541672696
307915.0;;;;;;"{""coordinates"": [5.442096553825307, 51.41359818870929], ""type"": ""Point""}";51.41359818870929,5.442096553825307
307920.0;;;;;;"{""coordinates"": [5.503353989261199, 51.4424862051962], ""type"": ""Point""}";51.4424862051962,5.503353989261199
307922.0;;;;;;"{""coordinates"": [5.5003779021684345, 51.441398809613666], ""type"": ""Point""}";51.441398809613666,5.5003779021684345
307923.0;;;;;;"{""coordinates"": [5.475888279507835, 51.40872148846414], ""type"": ""Point""}";51.40872148846414,5.475888279507835
307934.0;;;;;;"{""coordinates"": [5.517913301544062, 51.44581854425452], ""type"": ""Point""}";51.44581854425452,5.517913301544062
307935.0;Bestaand;;2.0;;Ardechelaan, parkeerplaats;"{""coordinates"": [5.440904319461989, 51.48889726044871], ""type"": ""Point""}";51.48889726044871,5.440904319461989
307937.0;;;;;;"{""coordinates"": [5.477697899375907, 51.4691414667974], ""type"": ""Point""}";51.4691414667974,5.477697899375907
307938.0;;;;;;"{""coordinates"": [5.499919410828509, 51.46333603846164], ""type"": ""Point""}";51.46333603846164,5.499919410828509
307943.0;;;2.0;;;"{""coordinates"": [5.45112757942642, 51.43469496020564], ""type"": ""Point""}";51.43469496020564,5.45112757942642
307944.0;;;2.0;;Limburglaan;"{""coordinates"": [5.451115360541787, 51.434719065556976], ""type"": ""Point""}";51.434719065556976,5.451115360541787
307946.0;Bestaand;EVnetNL;2.0;2022-09-12T04:00:00+02:00;Biaritzplein;"{""coordinates"": [5.44985226189762, 51.48343257533035], ""type"": ""Point""}";51.48343257533035,5.44985226189762
307948.0;Bestaand;EVnetNL;2.0;;Graslelie, th hu38;"{""coordinates"": [5.418435924613966, 51.44010114657756], ""type"": ""Point""}";51.44010114657756,5.418435924613966
307950.0;;;;;;"{""coordinates"": [5.488496288204013, 51.461995968541466], ""type"": ""Point""}";51.461995968541466,5.488496288204013
307953.0;;;;;;"{""coordinates"": [5.4631112239941, 51.470146665500835], ""type"": ""Point""}";51.470146665500835,5.4631112239941
307954.0;;;;;;"{""coordinates"": [5.473119212016795, 51.44503573079011], ""type"": ""Point""}";51.44503573079011,5.473119212016795
307958.0;;;;;;"{""coordinates"": [5.462577209850242, 51.43564905741049], ""type"": ""Point""}";51.43564905741049,5.462577209850242
307959.0;;;;;;"{""coordinates"": [5.484534094794925, 51.473236029543685], ""type"": ""Point""}";51.473236029543685,5.484534094794925
307965.0;;;;;;"{""coordinates"": [5.464285247486987, 51.42795153589179], ""type"": ""Point""}";51.42795153589179,5.464285247486987
307966.0;;;;;;"{""coordinates"": [5.5069274672025985, 51.4415583173782], ""type"": ""Point""}";51.4415583173782,5.5069274672025985
307972.0;;;;;;"{""coordinates"": [5.489736001957559, 51.41753539603194], ""type"": ""Point""}";51.41753539603194,5.489736001957559
307976.0;;;;;;"{""coordinates"": [5.4669323276634465, 51.424509163456804], ""type"": ""Point""}";51.424509163456804,5.4669323276634465
307917.0;Bestaand;EVnetNL;2.0;2022-09-21T04:00:00+02:00;;"{""coordinates"": [5.439154625773929, 51.41843082843318], ""type"": ""Point""}";51.41843082843318,5.439154625773929
308016.0;;;;;;"{""coordinates"": [5.489645286314749, 51.44592272971902], ""type"": ""Point""}";51.44592272971902,5.489645286314749
308024.0;;;;;;"{""coordinates"": [5.49159744888564, 51.436126723958694], ""type"": ""Point""}";51.436126723958694,5.49159744888564
308026.0;;;;;;"{""coordinates"": [5.498339338180445, 51.43898158875938], ""type"": ""Point""}";51.43898158875938,5.498339338180445
308029.0;;;;;;"{""coordinates"": [5.468489630232049, 51.454011001413015], ""type"": ""Point""}";51.454011001413015,5.468489630232049
308030.0;Bestaand;Park n charge;2.0;2021-10-01T04:00:00+02:00;Gasfabriek;"{""coordinates"": [5.487528403978748, 51.43842826466405], ""type"": ""Point""}";51.43842826466405,5.487528403978748
308032.0;;;;;;"{""coordinates"": [5.474048834693002, 51.49110053851818], ""type"": ""Point""}";51.49110053851818,5.474048834693002
308033.0;Bestaand;Allegro;2.0;2022-09-20T04:00:00+02:00;Kuiperbergstraat;"{""coordinates"": [5.463823107211836, 51.48264499707446], ""type"": ""Point""}";51.48264499707446,5.463823107211836
308037.0;Bestaand;Allegro;2.0;2022-09-14T04:00:00+02:00;Waterlinie, th hu 475;"{""coordinates"": [5.399009136305745, 51.43863885551793], ""type"": ""Point""}";51.43863885551793,5.399009136305745
308228.0;;;;;;"{""coordinates"": [5.51237056864364, 51.425976687013296], ""type"": ""Point""}";51.425976687013296,5.51237056864364
308231.0;;;;;;"{""coordinates"": [5.513051015965173, 51.42721437856237], ""type"": ""Point""}";51.42721437856237,5.513051015965173
308232.0;;;;;;"{""coordinates"": [5.512584847606017, 51.426551498592026], ""type"": ""Point""}";51.426551498592026,5.512584847606017
308236.0;;;;;;"{""coordinates"": [5.5127394083040455, 51.42682537007985], ""type"": ""Point""}";51.42682537007985,5.5127394083040455
308223.0;Bestaand;E-flux;2.0;;;"{""coordinates"": [5.4923408594601835, 51.42509394361833], ""type"": ""Point""}";51.42509394361833,5.4923408594601835
308238.0;;;;;;"{""coordinates"": [5.512533064146861, 51.4263922029394], ""type"": ""Point""}";51.4263922029394,5.512533064146861
308239.0;;;;;;"{""coordinates"": [5.512653042654999, 51.426670929699185], ""type"": ""Point""}";51.426670929699185,5.512653042654999
308246.0;;;;;;"{""coordinates"": [5.512680103485662, 51.42709947203367], ""type"": ""Point""}";51.42709947203367,5.512680103485662
308250.0;;;;;;"{""coordinates"": [5.51244798676462, 51.42639211471387], ""type"": ""Point""}";51.42639211471387,5.51244798676462
308256.0;;;;;;"{""coordinates"": [5.5124870777454715, 51.426626120032985], ""type"": ""Point""}";51.426626120032985,5.5124870777454715
308257.0;;;;;;"{""coordinates"": [5.5123595279408635, 51.42594069020926], ""type"": ""Point""}";51.42594069020926,5.5123595279408635
308260.0;;;;;;"{""coordinates"": [5.51282152553977, 51.42710239366989], ""type"": ""Point""}";51.42710239366989,5.51282152553977
308262.0;;;;;;"{""coordinates"": [5.512226161820062, 51.426032311341324], ""type"": ""Point""}";51.426032311341324,5.512226161820062
308263.0;;;;;;"{""coordinates"": [5.512706445175517, 51.427151703854385], ""type"": ""Point""}";51.427151703854385,5.512706445175517
308267.0;;;;;;"{""coordinates"": [5.512580123822596, 51.4266846530663], ""type"": ""Point""}";51.4266846530663,5.512580123822596
308276.0;;;;;;"{""coordinates"": [5.445963931018523, 51.479319117893894], ""type"": ""Point""}";51.479319117893894,5.445963931018523
308154.0;Bestaand;Allegro;2.0;2022-09-14T04:00:00+02:00;Waterlinie;"{""coordinates"": [5.395006558700695, 51.435319538135964], ""type"": ""Point""}";51.435319538135964,5.395006558700695
308281.0;;;;;;"{""coordinates"": [5.398804358404294, 51.44174511107842], ""type"": ""Point""}";51.44174511107842,5.398804358404294
308038.0;Bestaand;Park n charge;2.0;;Gloriantstraat;"{""coordinates"": [5.4711085014236795, 51.46855060649064], ""type"": ""Point""}";51.46855060649064,5.4711085014236795
307970.0;;;;;;"{""coordinates"": [5.4873137291972505, 51.43571968537588], ""type"": ""Point""}";51.43571968537588,5.4873137291972505
308036.0;Bestaand;Allegro;2.0;2022-09-12T04:00:00+02:00;Scheldestraat, th HU 4c;"{""coordinates"": [5.425265607433037, 51.47706443517742], ""type"": ""Point""}";51.47706443517742,5.425265607433037
308048.0;;;;;;"{""coordinates"": [5.498250701335131, 51.42460994387937], ""type"": ""Point""}";51.42460994387937,5.498250701335131
308064.0;;;;;;"{""coordinates"": [5.452913321473358, 51.43872408174742], ""type"": ""Point""}";51.43872408174742,5.452913321473358
308077.0;Bestaand;Park n charge;2.0;;Bouvigne;"{""coordinates"": [5.436974101468436, 51.42323607464075], ""type"": ""Point""}";51.42323607464075,5.436974101468436
308080.0;;;;;;"{""coordinates"": [5.475717093891887, 51.451324214162774], ""type"": ""Point""}";51.451324214162774,5.475717093891887
308083.0;;;;;;"{""coordinates"": [5.47577056798278, 51.47551889576005], ""type"": ""Point""}";51.47551889576005,5.47577056798278
308041.0;Bestaand;EVnetNL;2.0;;Noordzeelaan;"{""coordinates"": [5.466312457587452, 51.47816591564707], ""type"": ""Point""}";51.47816591564707,5.466312457587452
308090.0;;;;;;"{""coordinates"": [5.5059750183844205, 51.440136790213614], ""type"": ""Point""}";51.440136790213614,5.5059750183844205
308118.0;;;;;;"{""coordinates"": [5.453311116213315, 51.44411223149829], ""type"": ""Point""}";51.44411223149829,5.453311116213315
308128.0;Bestaand;Allegro;2.0;2022-09-28T04:00:00+02:00;Peckiuslaan;"{""coordinates"": [5.431826038414278, 51.442830355406194], ""type"": ""Point""}";51.442830355406194,5.431826038414278
308133.0;;;;;;"{""coordinates"": [5.458955316830369, 51.45242043570864], ""type"": ""Point""}";51.45242043570864,5.458955316830369
308046.0;;;;;;"{""coordinates"": [5.455382011363293, 51.457016257390165], ""type"": ""Point""}";51.457016257390165,5.455382011363293
308047.0;;;;;;"{""coordinates"": [5.477402890066751, 51.47720712272881], ""type"": ""Point""}";51.47720712272881,5.477402890066751
308049.0;;;;;;"{""coordinates"": [5.460410539013502, 51.41949076912592], ""type"": ""Point""}";51.41949076912592,5.460410539013502
308052.0;Bestaand;Allegro;2.0;2022-09-14T04:00:00+02:00;Landleven;"{""coordinates"": [5.413157932576682, 51.43134535905241], ""type"": ""Point""}";51.43134535905241,5.413157932576682
308054.0;;;;;;"{""coordinates"": [5.446524853477279, 51.44857013522626], ""type"": ""Point""}";51.44857013522626,5.446524853477279
308056.0;Bestaand;Allegro;2.0;2022-09-13T04:00:00+02:00;Generaal Marshallweg;"{""coordinates"": [5.482312988824206, 51.463362640931535], ""type"": ""Point""}";51.463362640931535,5.482312988824206
308059.0;;;;;;"{""coordinates"": [5.497912699494259, 51.44393529214661], ""type"": ""Point""}";51.44393529214661,5.497912699494259
308062.0;;;;;;"{""coordinates"": [5.506133945899168, 51.437290822714445], ""type"": ""Point""}";51.437290822714445,5.506133945899168
308063.0;Bestaand;Allegro;2.0;2022-09-20T04:00:00+02:00;Elckerlyclaan;"{""coordinates"": [5.46722571144752, 51.4744593249204], ""type"": ""Point""}";51.4744593249204,5.46722571144752
308073.0;;;;;;"{""coordinates"": [5.49811443286355, 51.41651785297354], ""type"": ""Point""}";51.41651785297354,5.49811443286355
308081.0;Bestaand;Allegro;;2022-08-18T04:00:00+02:00;Eratolaan;"{""coordinates"": [5.497779420089621, 51.46334397706242], ""type"": ""Point""}";51.46334397706242,5.497779420089621
308089.0;;;;;;"{""coordinates"": [5.486287047080169, 51.432861706169625], ""type"": ""Point""}";51.432861706169625,5.486287047080169
308094.0;;;;;;"{""coordinates"": [5.4899048114956965, 51.459379556240094], ""type"": ""Point""}";51.459379556240094,5.4899048114956965
308098.0;;;;;;"{""coordinates"": [5.514460050874646, 51.440875047106566], ""type"": ""Point""}";51.440875047106566,5.514460050874646
308101.0;;;;;;"{""coordinates"": [5.495073886277, 51.46462997750468], ""type"": ""Point""}";51.46462997750468,5.495073886277
308106.0;Bestaand;Allegro;2.0;2022-09-14T04:00:00+02:00;Grasplantsoen;"{""coordinates"": [5.413971931084172, 51.433958901533835], ""type"": ""Point""}";51.433958901533835,5.413971931084172
308108.0;;;;;;"{""coordinates"": [5.460944679964635, 51.4454730218116], ""type"": ""Point""}";51.4454730218116,5.460944679964635
308113.0;;;;;;"{""coordinates"": [5.488549905028691, 51.46912674047089], ""type"": ""Point""}";51.46912674047089,5.488549905028691
308115.0;;;;;;"{""coordinates"": [5.475909232481736, 51.4170335815637], ""type"": ""Point""}";51.4170335815637,5.475909232481736
308122.0;;;;;;"{""coordinates"": [5.51499357689903, 51.44781882424216], ""type"": ""Point""}";51.44781882424216,5.51499357689903
308202.0;Bestaand;Allegro;2.0;2022-09-28T04:00:00+02:00;Willem Schroerstraat;"{""coordinates"": [5.436315484693589, 51.44557024825664], ""type"": ""Point""}";51.44557024825664,5.436315484693589
308283.0;Bestaand;OPCHARGE;2.0;2022-09-28T04:00:00+02:00;Bredalaan;"{""coordinates"": [5.439082276501476, 51.4393302624036], ""type"": ""Point""}";51.4393302624036,5.439082276501476
308142.0;Bestaand;Allegro;2.0;2022-09-14T04:00:00+02:00;Grassavanne;"{""coordinates"": [5.410504726623249, 51.44047084315017], ""type"": ""Point""}";51.44047084315017,5.410504726623249
308146.0;Aangevraagde locatie;Allegro;2.0;2022-06-16T04:00:00+02:00;;"{""coordinates"": [5.442858689051558, 51.4243549325154], ""type"": ""Point""}";51.4243549325154,5.442858689051558
308148.0;Bestaand;Allegro;2.0;2022-09-20T04:00:00+02:00;Rode Kruislaan;"{""coordinates"": [5.470180912902696, 51.48071789520771], ""type"": ""Point""}";51.48071789520771,5.470180912902696
308149.0;;;;;;"{""coordinates"": [5.450416577698197, 51.42360757845551], ""type"": ""Point""}";51.42360757845551,5.450416577698197
308150.0;;;;;;"{""coordinates"": [5.488691902570384, 51.4202103471665], ""type"": ""Point""}";51.4202103471665,5.488691902570384
308153.0;Bestaand;Allegro;2.0;2022-09-14T04:00:00+02:00;Waterlinie;"{""coordinates"": [5.395067395718504, 51.43534651793186], ""type"": ""Point""}";51.43534651793186,5.395067395718504
308167.0;Bestaand;Allegro;2.0;2022-09-13T04:00:00+02:00;Graslelie, th hu 24;"{""coordinates"": [5.417876913858738, 51.44001861825108], ""type"": ""Point""}";51.44001861825108,5.417876913858738
308177.0;;;;;;"{""coordinates"": [5.443522179540232, 51.45072136665211], ""type"": ""Point""}";51.45072136665211,5.443522179540232
308178.0;Bestaand;Allegro;2.0;2022-09-15T04:00:00+02:00;Drosserstraat;"{""coordinates"": [5.484835346423178, 51.46001125343495], ""type"": ""Point""}";51.46001125343495,5.484835346423178
308180.0;;;;;;"{""coordinates"": [5.452485964228878, 51.42533477943005], ""type"": ""Point""}";51.42533477943005,5.452485964228878
308182.0;Bestaand;Allegro;2.0;2022-09-21T04:00:00+02:00;Aldendriel;"{""coordinates"": [5.4420780356595, 51.42132181091373], ""type"": ""Point""}";51.42132181091373,5.4420780356595
308183.0;;;;;;"{""coordinates"": [5.48848828926437, 51.41578443970653], ""type"": ""Point""}";51.41578443970653,5.48848828926437
308194.0;Bestaand;Park n charge;2.0;2022-09-27T04:00:00+02:00;Milaanstraat;"{""coordinates"": [5.501965839727197, 51.481954929767156], ""type"": ""Point""}";51.481954929767156,5.501965839727197
308195.0;;;;;;"{""coordinates"": [5.491469396782612, 51.428554318065935], ""type"": ""Point""}";51.428554318065935,5.491469396782612
308197.0;;;;;;"{""coordinates"": [5.511681462780646, 51.44213134982322], ""type"": ""Point""}";51.44213134982322,5.511681462780646
308271.0;Bestaand;;2.0;2022-08-18T04:00:00+02:00;Douglashout;"{""coordinates"": [5.4566417306095225, 51.45849600458168], ""type"": ""Point""}";51.45849600458168,5.4566417306095225
308147.0;;;;;;"{""coordinates"": [5.472140530022235, 51.431068015870046], ""type"": ""Point""}";51.431068015870046,5.472140530022235
308152.0;;;;;;"{""coordinates"": [5.467011349315862, 51.459215127758696], ""type"": ""Point""}";51.459215127758696,5.467011349315862
308226.0;Bestaand;Allegro;2.0;2022-09-12T04:00:00+02:00;Vaalserbergweg;"{""coordinates"": [5.460601169310678, 51.482744303721056], ""type"": ""Point""}";51.482744303721056,5.460601169310678
308162.0;;;;;;"{""coordinates"": [5.454021765846229, 51.42926668902468], ""type"": ""Point""}";51.42926668902468,5.454021765846229
308165.0;;;;;;"{""coordinates"": [5.521380101834172, 51.44601536431496], ""type"": ""Point""}";51.44601536431496,5.521380101834172
308169.0;;;;;;"{""coordinates"": [5.498787992998375, 51.42612196516053], ""type"": ""Point""}";51.42612196516053,5.498787992998375
308172.0;;;;;;"{""coordinates"": [5.49558704569421, 51.42315981943362], ""type"": ""Point""}";51.42315981943362,5.49558704569421
308176.0;;;;;;"{""coordinates"": [5.467016094136062, 51.429835169555375], ""type"": ""Point""}";51.429835169555375,5.467016094136062
308198.0;;;;;;"{""coordinates"": [5.5119099033884495, 51.4441940058251], ""type"": ""Point""}";51.4441940058251,5.5119099033884495
308074.0;Bestaand;Park n charge;2.0;2022-09-27T04:00:00+02:00;Tarantostraat;"{""coordinates"": [5.4983631162315625, 51.483889408779554], ""type"": ""Point""}";51.483889408779554,5.4983631162315625
307983.0;Bestaand;EVnetNL;2.0;2022-09-27T04:00:00+02:00;Kiplinglaan;"{""coordinates"": [5.47803844484845, 51.48646576510568], ""type"": ""Point""}";51.48646576510568,5.47803844484845
308205.0;Voorgestelde locatie;;2.0;2022-04-26T04:00:00+02:00;;"{""coordinates"": [5.447164347367249, 51.45213329073989], ""type"": ""Point""}";51.45213329073989,5.447164347367249
308085.0;Bestaand;Allegro;2.0;;Vaalserbergweg;"{""coordinates"": [5.456440961975451, 51.48177800319901], ""type"": ""Point""}";51.48177800319901,5.456440961975451
307992.0;;;;;;"{""coordinates"": [5.47068229625343, 51.45605120574494], ""type"": ""Point""}";51.45605120574494,5.47068229625343
307995.0;;;;;;"{""coordinates"": [5.483288688531714, 51.4404594068248], ""type"": ""Point""}";51.4404594068248,5.483288688531714
307996.0;;;;;;"{""coordinates"": [5.471391941654888, 51.488154205380255], ""type"": ""Point""}";51.488154205380255,5.471391941654888
308002.0;;;;;;"{""coordinates"": [5.497701738938533, 51.41670450912969], ""type"": ""Point""}";51.41670450912969,5.497701738938533
308006.0;Bestaand;;2.0;2022-09-27T04:00:00+02:00;Venetiestraat;"{""coordinates"": [5.497730590554436, 51.48384344925307], ""type"": ""Point""}";51.48384344925307,5.497730590554436
308007.0;;;;;;"{""coordinates"": [5.476135986604761, 51.43723519109131], ""type"": ""Point""}";51.43723519109131,5.476135986604761
308009.0;Bestaand;EVnetNL;2.0;2022-09-27T04:00:00+02:00;Tarwelaan;"{""coordinates"": [5.49162798339112, 51.47692477984042], ""type"": ""Point""}";51.47692477984042,5.49162798339112
308010.0;Bestaand;Allegro;2.0;2022-09-14T04:00:00+02:00;Bosfazant;"{""coordinates"": [5.4166755762842085, 51.44450967071866], ""type"": ""Point""}";51.44450967071866,5.4166755762842085
308014.0;Bestaand;EVnetNL;2.0;2022-09-20T04:00:00+02:00;Pietersbergweg;"{""coordinates"": [5.460275196859116, 51.48109534389262], ""type"": ""Point""}";51.48109534389262,5.460275196859116
307900.0;Bestaand;EVnetNL;2.0;2022-09-28T04:00:00+02:00;;"{""coordinates"": [5.435901278963346, 51.43917234177628], ""type"": ""Point""}";51.43917234177628,5.435901278963346
307902.0;Bestaand;EVnetNL;2.0;2022-09-27T04:00:00+02:00;Anconalaan;"{""coordinates"": [5.500067185286218, 51.486135697250575], ""type"": ""Point""}";51.486135697250575,5.500067185286218
307903.0;;;;;;"{""coordinates"": [5.468774348142098, 51.43698482880509], ""type"": ""Point""}";51.43698482880509,5.468774348142098
307904.0;;;;;;"{""coordinates"": [5.458936155404045, 51.44541151872711], ""type"": ""Point""}";51.44541151872711,5.458936155404045
307906.0;Bestaand;EVnetNL;1.0;;Hurksestraat;"{""coordinates"": [5.446790820684049, 51.42973880344513], ""type"": ""Point""}";51.42973880344513,5.446790820684049
307907.0;Bestaand;EVnetNL;2.0;2022-09-28T04:00:00+02:00;Welschapsedijk;"{""coordinates"": [5.430304179239265, 51.440448070269355], ""type"": ""Point""}";51.440448070269355,5.430304179239265
307912.0;Aangevraagde locatie;EVnetNL;2.0;2022-09-12T04:00:00+02:00;;"{""coordinates"": [5.411870183021714, 51.439155444394814], ""type"": ""Point""}";51.439155444394814,5.411870183021714
307924.0;Bestaand;;2.0;2022-09-15T04:00:00+02:00;St Petrus Canissiuslaan;"{""coordinates"": [5.509256656691357, 51.42780621504954], ""type"": ""Point""}";51.42780621504954,5.509256656691357
307928.0;;;;;;"{""coordinates"": [5.4835864543116895, 51.421399772439514], ""type"": ""Point""}";51.421399772439514,5.4835864543116895
307929.0;;;;;;"{""coordinates"": [5.469193615310795, 51.44030341267753], ""type"": ""Point""}";51.44030341267753,5.469193615310795
307930.0;;;;;;"{""coordinates"": [5.494384522059126, 51.43128427500629], ""type"": ""Point""}";51.43128427500629,5.494384522059126
307931.0;;;;;;"{""coordinates"": [5.487300991413063, 51.4263592908426], ""type"": ""Point""}";51.4263592908426,5.487300991413063
307933.0;;;;;;"{""coordinates"": [5.496855688123595, 51.45322322122792], ""type"": ""Point""}";51.45322322122792,5.496855688123595
307936.0;;;;;;"{""coordinates"": [5.485325385519188, 51.476706630152066], ""type"": ""Point""}";51.476706630152066,5.485325385519188
307940.0;Bestaand;Allegro;2.0;2022-09-14T04:00:00+02:00;Zanddrager;"{""coordinates"": [5.410371730833039, 51.44654934161225], ""type"": ""Point""}";51.44654934161225,5.410371730833039
307941.0;;;;;;"{""coordinates"": [5.450202740276187, 51.44418063450457], ""type"": ""Point""}";51.44418063450457,5.450202740276187
307947.0;;;;;;"{""coordinates"": [5.459022016145026, 51.45669111371407], ""type"": ""Point""}";51.45669111371407,5.459022016145026
307949.0;;;;;;"{""coordinates"": [5.475393374242932, 51.42949669429507], ""type"": ""Point""}";51.42949669429507,5.475393374242932
307951.0;;;;;;"{""coordinates"": [5.503131012164747, 51.41682298500349], ""type"": ""Point""}";51.41682298500349,5.503131012164747
307952.0;;;;;;"{""coordinates"": [5.475592587708546, 51.480613257929804], ""type"": ""Point""}";51.480613257929804,5.475592587708546
307956.0;;;;;;"{""coordinates"": [5.461291492831455, 51.4230515743452], ""type"": ""Point""}";51.4230515743452,5.461291492831455
307957.0;;;;;;"{""coordinates"": [5.494623813057859, 51.427338769525576], ""type"": ""Point""}";51.427338769525576,5.494623813057859
307962.0;;;;;;"{""coordinates"": [5.457122880792763, 51.43922287227462], ""type"": ""Point""}";51.43922287227462,5.457122880792763
307964.0;;;;;;"{""coordinates"": [5.4897631670875136, 51.45279825429043], ""type"": ""Point""}";51.45279825429043,5.4897631670875136
307967.0;;;;;;"{""coordinates"": [5.48617592012011, 51.44234190343708], ""type"": ""Point""}";51.44234190343708,5.48617592012011
307973.0;;;;;;"{""coordinates"": [5.443511055992512, 51.415777729181535], ""type"": ""Point""}";51.415777729181535,5.443511055992512
307974.0;;;;;;"{""coordinates"": [5.519159337084277, 51.45096660517342], ""type"": ""Point""}";51.45096660517342,5.519159337084277
307975.0;;;;;;"{""coordinates"": [5.490529555364767, 51.472247102619754], ""type"": ""Point""}";51.472247102619754,5.490529555364767
307980.0;Bestaand;Allegro;2.0;2022-09-14T04:00:00+02:00;Zandroos;"{""coordinates"": [5.4062949695905145, 51.44565655270491], ""type"": ""Point""}";51.44565655270491,5.4062949695905145
308270.0;Bestaand;Allegro;2.0;2022-08-18T04:00:00+02:00;Willem van Noortlaan;"{""coordinates"": [5.4570795079929475, 51.460441834431975], ""type"": ""Point""}";51.460441834431975,5.4570795079929475
308099.0;Bestaand;Allegro;2.0;2022-09-21T04:00:00+02:00;Goudestein;"{""coordinates"": [5.4355281787089025, 51.42164759308746], ""type"": ""Point""}";51.42164759308746,5.4355281787089025
308015.0;;;;;;"{""coordinates"": [5.4895727910865135, 51.445917723870096], ""type"": ""Point""}";51.445917723870096,5.4895727910865135
308017.0;;;;;;"{""coordinates"": [5.489715223105448, 51.445928627653466], ""type"": ""Point""}";51.445928627653466,5.489715223105448
308018.0;Bestaand;E-flux;2.0;2022-09-14T04:00:00+02:00;Waterwijk, th hu 13;"{""coordinates"": [5.394465156334661, 51.43780667887514], ""type"": ""Point""}";51.43780667887514,5.394465156334661
308019.0;;;;;;"{""coordinates"": [5.458613976863568, 51.438355053979485], ""type"": ""Point""}";51.438355053979485,5.458613976863568
308020.0;;;;;;"{""coordinates"": [5.450047148046218, 51.423587590075286], ""type"": ""Point""}";51.423587590075286,5.450047148046218
308021.0;;;;;;"{""coordinates"": [5.446367479429801, 51.40825020942072], ""type"": ""Point""}";51.40825020942072,5.446367479429801
308025.0;;;;;;"{""coordinates"": [5.469562525859525, 51.434777590170015], ""type"": ""Point""}";51.434777590170015,5.469562525859525
308229.0;;;;;;"{""coordinates"": [5.512864505389341, 51.4273013657538], ""type"": ""Point""}";51.4273013657538,5.512864505389341
308235.0;;;;;;"{""coordinates"": [5.5123278236004865, 51.426260173163044], ""type"": ""Point""}";51.426260173163044,5.5123278236004865
308237.0;;;;;;"{""coordinates"": [5.5124653606621, 51.42639908023175], ""type"": ""Point""}";51.42639908023175,5.5124653606621
308240.0;;;;;;"{""coordinates"": [5.512884088434091, 51.42708725213038], ""type"": ""Point""}";51.42708725213038,5.512884088434091
308243.0;;;;;;"{""coordinates"": [5.512888388112324, 51.42734818899861], ""type"": ""Point""}";51.42734818899861,5.512888388112324
308244.0;;;;;;"{""coordinates"": [5.512695604032261, 51.42712049783843], ""type"": ""Point""}";51.42712049783843,5.512695604032261
308248.0;;;;;;"{""coordinates"": [5.512397727106157, 51.42624293861979], ""type"": ""Point""}";51.42624293861979,5.512397727106157
308252.0;;;;;;"{""coordinates"": [5.5127456530294, 51.426983618128055], ""type"": ""Point""}";51.426983618128055,5.5127456530294
308253.0;;;;;;"{""coordinates"": [5.512715530999258, 51.427224277687394], ""type"": ""Point""}";51.427224277687394,5.512715530999258
308254.0;;;;;;"{""coordinates"": [5.512636864820826, 51.42675381381336], ""type"": ""Point""}";51.42675381381336,5.512636864820826
308255.0;;;;;;"{""coordinates"": [5.512426563366165, 51.42642368804086], ""type"": ""Point""}";51.42642368804086,5.512426563366165
308261.0;;;;;;"{""coordinates"": [5.512890034918884, 51.4272466510419], ""type"": ""Point""}";51.4272466510419,5.512890034918884
308264.0;;;;;;"{""coordinates"": [5.513072142250426, 51.42722103431841], ""type"": ""Point""}";51.42722103431841,5.513072142250426
308266.0;;;;;;"{""coordinates"": [5.512818699864382, 51.42696922935694], ""type"": ""Point""}";51.42696922935694,5.512818699864382
308269.0;Aangevraagde locatie;Park n charge;2.0;;;"{""coordinates"": [5.490975313838706, 51.42966101339361], ""type"": ""Point""}";51.42966101339361,5.490975313838706
308215.0;Aangevraagde locatie;E-flux;2.0;2022-05-01T04:00:00+02:00;Marseillelaan;"{""coordinates"": [5.445671173057305, 51.47930453314832], ""type"": ""Point""}";51.47930453314832,5.445671173057305
308278.0;Bestaand;E-flux;2.0;2022-09-14T04:00:00+02:00;Waterfront;"{""coordinates"": [5.398761446571334, 51.44184383083563], ""type"": ""Point""}";51.44184383083563,5.398761446571334
307914.0;;EVnetNL;2.0;;;"{""coordinates"": [5.4226026360561645, 51.43519890026432], ""type"": ""Point""}";51.43519890026432,5.4226026360561645
308028.0;;;;;;"{""coordinates"": [5.457435497604777, 51.42118494830109], ""type"": ""Point""}";51.42118494830109,5.457435497604777
