"date","PC4","tpm2.5_ugm3"
"X2021.09.26","5612",13.166202545166
"X2021.09.27","5612",7.67897844314575
"X2021.09.28","5612",6.30325889587402
"X2021.09.29","5612",6.16658687591553
"X2021.09.30","5612",7.4980731010437
"X2021.10.01","5612",3.94846987724304
"X2021.10.02","5612",6.79926586151123
"X2021.10.03","5612",3.39210772514343
"X2021.10.04","5612",3.48230051994324
"X2021.10.05","5612",3.95660257339478
"X2021.10.06","5612",5.79483890533447
"X2021.10.07","5612",15.6481494903564
"X2021.10.08","5612",21.5782985687256
"X2021.10.09","5612",21.9831447601318
"X2021.10.10","5612",30.4907321929932
"X2021.10.11","5612",5.19789028167725
"X2021.10.12","5612",6.54010391235352
"X2021.10.13","5612",7.05877780914307
"X2021.10.14","5612",16.2261505126953
"X2021.10.15","5612",10.8914966583252
"X2021.10.16","5612",14.1596155166626
"X2021.10.17","5612",21.0418605804443
"X2021.10.18","5612",19.8091850280762
"X2021.10.19","5612",8.48242473602295
"X2021.10.20","5612",4.93088626861572
"X2021.10.21","5612",4.04402542114258
"X2021.10.22","5612",8.80220222473145
"X2021.10.23","5612",15.9380054473877
"X2021.10.24","5612",15.4075736999512
"X2021.10.25","5612",15.7797336578369
"X2021.10.26","5612",13.6874828338623
"X2021.10.27","5612",9.38854026794434
"X2021.10.28","5612",12.1495084762573
"X2021.10.29","5612",6.83755445480347
"X2021.10.30","5612",7.18667602539062
"X2021.10.31","5612",8.3621129989624
"X2021.11.01","5612",6.710862159729
"X2021.11.02","5612",13.1115980148315
"X2021.11.03","5612",17.8953723907471
"X2021.11.04","5612",19.5026016235352
"X2021.11.05","5612",11.6951007843018
"X2021.11.06","5612",16.9740257263184
"X2021.11.07","5612",5.37450075149536
"X2021.11.08","5612",11.7311182022095
"X2021.11.09","5612",21.9122295379639
"X2021.11.10","5612",28.4024639129639
"X2021.11.11","5612",48.9347305297852
"X2021.11.12","5612",40.9446601867676
"X2021.11.13","5612",17.004301071167
"X2021.11.14","5612",31.2846946716309
"X2021.11.15","5612",43.1838684082031
"X2021.11.16","5612",52.2216262817383
"X2021.11.17","5612",26.4763298034668
"X2021.11.18","5612",15.3949432373047
"X2021.11.19","5612",16.4222755432129
"X2021.11.20","5612",19.6629829406738
"X2021.11.21","5612",14.7457733154297
"X2021.11.22","5612",6.85181713104248
"X2021.11.23","5612",21.8096466064453
"X2021.11.24","5612",34.3839302062988
"X2021.11.25","5612",26.4639759063721
"X2021.11.26","5612",10.5081825256348
"X2021.11.27","5612",18.3469181060791
"X2021.11.28","5612",15.4069013595581
"X2021.11.29","5612",11.4695730209351
